instance_id,n_sys,d,M,M_over_d,fiducial_id,orbit_index_set_id,prior_type,benchmark_seed,data_seed,raw_outcomes,effective_m_outcomes,projection_strategy,class_group_sizes,coverage_ratio,model_type,model_name,walsh_degree,p_opt,p_succ_walsh_deg1,gap_abs_walsh_deg1,gap_rel_walsh_deg1,num_ucr_params_walsh_deg1,optimizer_name,learning_rate,learning_rate_schedule,max_steps,eval_interval,threshold,num_restarts,stopping_rule,aggregation_rule,best_restart_walsh_deg1,seed_opt_walsh_deg1,num_steps_walsh_deg1,termination_reason_walsh_deg1,wall_clock_sec_walsh_deg1
0,3,8,10,1.25,weyl_seed_310000,weyl_labels_seed_610000_unique,uniform,310000,610000,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6753763825492125,0.6283693243299908,0.04700705821922169,0.06960127631616794,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,17,17,1000,max_steps,76.64965604431927
1,3,8,10,1.25,weyl_seed_310001,weyl_labels_seed_610001_unique,uniform,310001,610001,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6535234247667049,0.6204581926227115,0.03306523214399337,0.05059532817174383,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,34,34,1000,max_steps,77.73589582554996
2,3,8,10,1.25,weyl_seed_310002,weyl_labels_seed_610002_unique,uniform,310002,610002,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6697057570378347,0.6239216958167693,0.045784061221065486,0.0683644432497822,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,49,49,1000,max_steps,73.69440514966846
3,3,8,10,1.25,weyl_seed_310003,weyl_labels_seed_610003_unique,uniform,310003,610003,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6683034884801743,0.6265048433357978,0.04179864514437648,0.06254440664290573,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,49,49,1000,max_steps,75.20159159041941
4,3,8,10,1.25,weyl_seed_310004,weyl_labels_seed_610004_unique,uniform,310004,610004,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6889339428215966,0.6769563918350212,0.01197755098657538,0.01738563052579489,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,31,31,450,threshold,33.934310767799616
5,3,8,10,1.25,weyl_seed_310005,weyl_labels_seed_610005_unique,uniform,310005,610005,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6657197906599317,0.6161377288223863,0.04958206183754543,0.07447887614756722,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,43,43,1000,max_steps,74.39131290651858
6,3,8,10,1.25,weyl_seed_310006,weyl_labels_seed_610006_unique,uniform,310006,610006,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.7166568971507646,0.6776033455396568,0.039053551611107795,0.05449407068622967,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,2,2,1000,max_steps,75.47696343623102
7,3,8,10,1.25,weyl_seed_310007,weyl_labels_seed_610007_unique,uniform,310007,610007,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6300530642924292,0.5911371467108408,0.03891591758158841,0.06176609524991723,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,34,34,1000,max_steps,76.67009324766695
8,3,8,10,1.25,weyl_seed_310008,weyl_labels_seed_610008_unique,uniform,310008,610008,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6877537534448789,0.6447431848133374,0.04301056863154151,0.06253774467402985,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,45,45,1000,max_steps,73.92194579914212
9,3,8,10,1.25,weyl_seed_310009,weyl_labels_seed_610009_unique,uniform,310009,610009,16,10,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.6896354451357734,0.6373156784863565,0.05231976664941684,0.07586583174986936,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,11,11,1000,max_steps,76.69526418671012
0,3,8,11,1.375,weyl_seed_311000,weyl_labels_seed_611000_unique,uniform,311000,611000,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.6388844515858974,0.6287995106000334,0.010084940985863988,0.015785234655234178,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,17,17,1000,max_steps,78.78302437998354
1,3,8,11,1.375,weyl_seed_311001,weyl_labels_seed_611001_unique,uniform,311001,611001,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.6484100706430255,0.6231353836775146,0.02527468696551083,0.03897947936010005,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,20,20,1000,max_steps,80.2258466668427
2,3,8,11,1.375,weyl_seed_311002,weyl_labels_seed_611002_unique,uniform,311002,611002,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.5944072583794615,0.5723819429176866,0.022025315461774886,0.037054250518108955,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,40,40,1000,max_steps,76.76486189290881
3,3,8,11,1.375,weyl_seed_311003,weyl_labels_seed_611003_unique,uniform,311003,611003,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.6320942199451853,0.6035815581963269,0.02851266174885847,0.04510824628538933,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,37,37,950,threshold,71.21079038083553
4,3,8,11,1.375,weyl_seed_311004,weyl_labels_seed_611004_unique,uniform,311004,611004,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.650302956499256,0.61615332992237,0.034149626576885916,0.052513411227163916,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,20,20,1000,threshold,79.32686676457524
5,3,8,11,1.375,weyl_seed_311005,weyl_labels_seed_611005_unique,uniform,311005,611005,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.6117356234947227,0.576718923962615,0.03501669953210762,0.05724155695243683,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,18,18,1000,threshold,77.77722132578492
6,3,8,11,1.375,weyl_seed_311006,weyl_labels_seed_611006_unique,uniform,311006,611006,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.6156247790436948,0.5884989628020141,0.027125816241680756,0.044062255394946445,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,11,11,1000,threshold,80.03666034713387
7,3,8,11,1.375,weyl_seed_311007,weyl_labels_seed_611007_unique,uniform,311007,611007,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.5902035916802781,0.5754578213680237,0.014745770312254436,0.024984209720367873,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,33,33,1000,max_steps,74.13773715123534
8,3,8,11,1.375,weyl_seed_311008,weyl_labels_seed_611008_unique,uniform,311008,611008,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.5607159954682447,0.5523510779324348,0.008364917535809924,0.01491827877823339,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,2,2,950,threshold,75.44621273130178
9,3,8,11,1.375,weyl_seed_311009,weyl_labels_seed_611009_unique,uniform,311009,611009,16,11,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6875,walsh_degree_1,walsh_k_local,1,0.6288122573744178,0.595208678959696,0.033603578414721835,0.053439763650651985,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,29,29,1000,max_steps,74.46513678133488
0,3,8,12,1.5,weyl_seed_312000,weyl_labels_seed_612000_unique,uniform,312000,612000,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5622170987666633,0.5469911522282862,0.015225946538377055,0.027081969886327262,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,6,6,1000,max_steps,72.82887499779463
1,3,8,12,1.5,weyl_seed_312001,weyl_labels_seed_612001_unique,uniform,312001,612001,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5827491219690573,0.5758850340822192,0.006864087886838011,0.011778804339755795,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,41,41,1000,max_steps,75.96843985654414
2,3,8,12,1.5,weyl_seed_312002,weyl_labels_seed_612002_unique,uniform,312002,612002,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5389483337439407,0.5253304688653169,0.01361786487862382,0.025267477466761765,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,30,30,1000,max_steps,78.72862623818219
3,3,8,12,1.5,weyl_seed_312003,weyl_labels_seed_612003_unique,uniform,312003,612003,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5584462009477809,0.551615661119051,0.006830539828729831,0.012231330103306659,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,28,28,1000,max_steps,76.62909479439259
4,3,8,12,1.5,weyl_seed_312004,weyl_labels_seed_612004_unique,uniform,312004,612004,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5872738326211255,0.5732395805462369,0.01403425207488862,0.023897288275642775,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,32,32,1000,max_steps,75.14785242266953
5,3,8,12,1.5,weyl_seed_312005,weyl_labels_seed_612005_unique,uniform,312005,612005,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5860818576401956,0.5728396334985835,0.013242224141612136,0.022594495920639356,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,1,1,1000,max_steps,80.49795062467456
6,3,8,12,1.5,weyl_seed_312006,weyl_labels_seed_612006_unique,uniform,312006,612006,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5929422501200053,0.5783560020848366,0.014586248035168725,0.024599778531917096,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,17,17,1000,max_steps,76.43575804680586
7,3,8,12,1.5,weyl_seed_312007,weyl_labels_seed_612007_unique,uniform,312007,612007,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5588929130169917,0.5535718709654923,0.005321042051499414,0.00952068263448823,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,11,11,1000,max_steps,75.17033352702856
8,3,8,12,1.5,weyl_seed_312008,weyl_labels_seed_612008_unique,uniform,312008,612008,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5174959278734942,0.5122217117433188,0.005274216130175424,0.010191802188373445,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,5,5,1000,max_steps,80.28256817348301
9,3,8,12,1.5,weyl_seed_312009,weyl_labels_seed_612009_unique,uniform,312009,612009,16,12,drop_extra,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.75,walsh_degree_1,walsh_k_local,1,0.5654172405841291,0.5508980779213054,0.014519162662823715,0.025678669875407505,22,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,14,14,1000,max_steps,76.11984251625836
0,3,8,5,0.625,weyl_seed_305000,weyl_labels_seed_605000_unique,uniform,305000,605000,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.8347289440252889,0.8347289014179101,4.260737873629239e-08,5.104337047524443e-08,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,32,32,500,threshold,4.400999169796705
1,3,8,5,0.625,weyl_seed_305001,weyl_labels_seed_605001_unique,uniform,305001,605001,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.828558469341401,0.8285560853517302,2.3839896707844588e-06,2.8772739148746238e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,39,39,300,threshold,3.9125217758119106
2,3,8,5,0.625,weyl_seed_305002,weyl_labels_seed_605002_unique,uniform,305002,605002,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.8540802127073306,0.8540800373912042,1.753161263939873e-07,2.0526892414268265e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,15,15,300,threshold,2.8805730994790792
3,3,8,5,0.625,weyl_seed_305003,weyl_labels_seed_605003_unique,uniform,305003,605003,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.9478722108851249,0.9478717419128411,4.689722837847299e-07,4.947631952906422e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,29,29,300,threshold,2.501103663817048
4,3,8,5,0.625,weyl_seed_305004,weyl_labels_seed_605004_unique,uniform,305004,605004,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.937115653350701,0.9371148407976566,8.125530444047513e-07,8.670787234205615e-07,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,17,17,300,threshold,3.0169781502336264
5,3,8,5,0.625,weyl_seed_305005,weyl_labels_seed_605005_unique,uniform,305005,605005,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.8788924675861512,0.8788925186467275,-5.106057621162563e-08,-5.809649996416717e-08,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,11,11,350,threshold,3.685074094682932
6,3,8,5,0.625,weyl_seed_305006,weyl_labels_seed_605006_unique,uniform,305006,605006,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.8961155382036297,0.8961140066035324,1.531600097304242e-06,1.7091547149986003e-06,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,26,26,350,threshold,2.993119675666094
7,3,8,5,0.625,weyl_seed_305007,weyl_labels_seed_605007_unique,uniform,305007,605007,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.9004496933726494,0.9004497408462108,-4.747356141532322e-08,-5.27220585055787e-08,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,42,42,350,threshold,3.2615482173860073
8,3,8,5,0.625,weyl_seed_305008,weyl_labels_seed_605008_unique,uniform,305008,605008,8,5,drop_extra,"[1, 1, 1, 1, 1]",0.625,walsh_degree_1,walsh_k_local,1,0.8491172910958581,0.8491172807709729,1.0324885169055165e-08,1.2159551191956087e-08,15,adam,0.01,constant,1000,50,1e-06,50,abs_eval_loss_delta_le_threshold_on_eval_interval,best_over_restarts_for_row;mean_se_for_figure;median_iqr_in_summary,15,15,350,threshold,3.1799928937107325
